checking_account,loan_duration_months,credit_history,loan_purpose,credit_amount,savings_account,employment,installment_rate,personal_status_sex,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_risk,credit_amount_per_month,age_group,duration_group,high_installment_burden,multiple_existing_credits,stable_employment
A12,9,A34,A46,1136,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,1,126.22222222222223,26-35,<=12 months,1,1,1
A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,0,137.33333333333334,18-25,<=12 months,0,0,0
A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,1,106.55555555555556,26-35,<=12 months,0,0,0
A14,18,A34,A41,3229,A65,A71,2,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,0,179.38888888888889,36-50,13-24 months,0,0,0
A11,12,A30,A43,6199,A61,A73,4,A93,A101,2,A122,28,A143,A151,2,A173,1,A192,A201,1,516.5833333333334,26-35,<=12 months,1,1,0
A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,0,72.7,36-50,<=12 months,1,0,1
A12,24,A32,A40,1246,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,1,51.916666666666664,18-25,13-24 months,1,0,0
A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,0,194.25,36-50,<=12 months,0,0,1
A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,1,123.97222222222223,26-35,25-36 months,1,1,0
A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,0,64.66666666666667,26-35,<=12 months,1,0,0
A11,30,A32,A42,2406,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,80.2,18-25,25-36 months,1,0,1
A12,18,A32,A46,1239,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,0,68.83333333333333,51-65,13-24 months,1,0,0
A13,12,A32,A43,3399,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,0,283.25,36-50,<=12 months,0,0,1
A13,12,A33,A40,2247,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,0,187.25,36-50,<=12 months,0,1,0
A14,6,A32,A42,1766,A61,A73,1,A94,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,0,294.3333333333333,18-25,<=12 months,0,0,0
A11,18,A32,A42,2473,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,1,137.38888888888889,18-25,13-24 months,1,0,0
A14,12,A32,A49,1542,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,0,128.5,36-50,<=12 months,0,0,1
A14,18,A34,A41,3850,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,0,213.88888888888889,26-35,13-24 months,0,1,1
A11,18,A32,A42,3650,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,0,202.77777777777777,18-25,13-24 months,0,0,0
A11,36,A32,A42,3446,A61,A75,4,A93,A101,2,A123,42,A143,A152,1,A173,2,A191,A201,1,95.72222222222223,36-50,25-36 months,1,0,1
A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,0,166.72222222222223,36-50,13-24 months,0,0,1
A14,36,A32,A40,3079,A65,A73,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,0,85.52777777777777,36-50,25-36 months,1,0,0
A14,18,A34,A43,6070,A61,A75,3,A93,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,0,337.22222222222223,26-35,13-24 months,0,1,1
A14,10,A34,A42,2146,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,0,214.6,18-25,<=12 months,0,1,0
A14,60,A34,A40,13756,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,0,229.26666666666668,51-65,37-60 months,0,0,1
A12,60,A31,A410,14782,A62,A75,3,A92,A101,4,A124,60,A141,A153,2,A174,1,A192,A201,1,246.36666666666667,51-65,37-60 months,0,1,1
A11,48,A31,A49,7685,A61,A74,2,A92,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,1,160.10416666666666,36-50,37-60 months,0,0,1
A14,18,A33,A43,2320,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,0,128.88888888888889,26-35,13-24 months,0,1,0
A14,7,A33,A43,846,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,0,120.85714285714286,36-50,<=12 months,0,0,1
A12,36,A32,A40,14318,A61,A75,4,A93,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,1,397.72222222222223,51-65,25-36 months,1,0,1
A14,6,A34,A40,362,A62,A73,4,A92,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,0,60.333333333333336,51-65,<=12 months,1,1,0
A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,0,110.6,36-50,13-24 months,1,0,1
A12,18,A32,A41,12976,A61,A71,3,A92,A101,4,A124,38,A143,A153,1,A174,1,A192,A201,1,720.8888888888889,36-50,13-24 months,0,0,0
A14,22,A32,A40,1283,A65,A74,4,A92,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,0,58.31818181818182,18-25,13-24 months,1,0,1
A13,12,A32,A40,1330,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,0,110.83333333333333,26-35,<=12 months,1,0,0
A14,30,A33,A49,4272,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,0,142.4,26-35,25-36 months,0,1,0
A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,0,124.33333333333333,18-25,13-24 months,0,1,0
A14,18,A32,A43,1126,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,0,62.55555555555556,18-25,13-24 months,1,0,0
A12,18,A34,A42,7374,A61,A71,4,A93,A101,4,A122,40,A142,A152,2,A174,1,A192,A201,0,409.6666666666667,36-50,13-24 months,1,1,0
A12,15,A34,A49,2326,A63,A73,2,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,0,155.06666666666666,26-35,13-24 months,0,0,0
A14,9,A32,A49,1449,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,0,161.0,26-35,<=12 months,0,1,1
A14,18,A32,A40,1820,A61,A73,2,A94,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,0,101.11111111111111,26-35,13-24 months,0,0,0
A12,12,A32,A42,983,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,0,81.91666666666667,18-25,<=12 months,0,0,0
A11,36,A32,A40,3249,A61,A74,2,A93,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,0,90.25,36-50,25-36 months,0,0,1
A11,6,A34,A43,1957,A61,A74,1,A92,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,0,326.1666666666667,26-35,<=12 months,0,0,1
A14,9,A34,A42,2406,A61,A71,2,A93,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,0,267.3333333333333,26-35,<=12 months,0,0,0
A12,39,A33,A46,11760,A62,A74,2,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,0,301.53846153846155,26-35,37-60 months,0,0,1
A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,0,214.83333333333334,51-65,<=12 months,0,0,0
A11,36,A34,A42,2348,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,0,65.22222222222223,36-50,25-36 months,0,1,0
A12,12,A32,A40,1223,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,1,101.91666666666667,36-50,<=12 months,0,1,1
A14,24,A34,A43,1516,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,0,63.166666666666664,36-50,13-24 months,1,1,0
A14,18,A32,A43,1473,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,0,81.83333333333333,36-50,13-24 months,0,0,0
A12,18,A34,A49,1887,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,0,104.83333333333333,26-35,13-24 months,1,1,0
A14,24,A33,A49,8648,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,1,360.3333333333333,26-35,13-24 months,0,1,0
A14,14,A33,A40,802,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,0,57.285714285714285,26-35,13-24 months,1,1,0
A12,18,A33,A40,2899,A65,A75,4,A93,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,0,161.05555555555554,36-50,13-24 months,1,0,1
A12,24,A32,A43,2039,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,1,84.95833333333333,18-25,13-24 months,0,0,0
A14,24,A34,A41,2197,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,0,91.54166666666667,36-50,13-24 months,1,1,1
A11,15,A32,A43,1053,A61,A72,4,A94,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,0,70.2,26-35,13-24 months,1,0,0
A14,24,A32,A43,3235,A63,A75,3,A91,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,0,134.79166666666666,26-35,13-24 months,0,0,1
A13,12,A34,A40,939,A63,A74,4,A94,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,1,78.25,26-35,<=12 months,1,1,1
A12,24,A32,A43,1967,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,0,81.95833333333333,18-25,13-24 months,1,0,1
A14,33,A34,A41,7253,A61,A74,3,A93,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,0,219.78787878787878,26-35,25-36 months,0,1,1
A14,12,A34,A49,2292,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,1,191.0,36-50,<=12 months,1,1,0
A14,10,A32,A40,1597,A63,A73,3,A93,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,0,159.7,36-50,<=12 months,0,0,0
A11,24,A32,A40,1381,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,1,57.541666666666664,26-35,13-24 months,1,0,0
A14,36,A34,A41,5842,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,0,162.27777777777777,26-35,25-36 months,0,1,1
A11,12,A32,A40,2579,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,1,214.91666666666666,26-35,<=12 months,1,0,0
A11,18,A33,A46,8471,A65,A73,1,A92,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,0,470.6111111111111,18-25,13-24 months,0,1,0
A14,21,A32,A40,2782,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,0,132.47619047619048,26-35,13-24 months,0,0,1
A12,18,A32,A40,1042,A65,A73,4,A92,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,1,57.888888888888886,26-35,13-24 months,1,0,0
A14,15,A32,A40,3186,A64,A74,2,A92,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,0,212.4,18-25,13-24 months,0,0,1
A12,12,A32,A41,2028,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,0,169.0,26-35,<=12 months,1,0,0
A12,12,A34,A40,958,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,0,79.83333333333333,36-50,<=12 months,0,1,1
A14,21,A33,A42,1591,A62,A74,4,A93,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,0,75.76190476190476,26-35,13-24 months,1,1,1
A12,12,A32,A42,2762,A65,A75,1,A92,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,1,230.16666666666666,18-25,<=12 months,0,0,1
A12,18,A32,A41,2779,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,0,154.38888888888889,18-25,13-24 months,0,0,0
A14,28,A34,A43,2743,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,0,97.96428571428571,26-35,25-36 months,1,1,1
A14,18,A34,A43,1149,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,0,63.833333333333336,36-50,13-24 months,1,1,0
A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,0,145.88888888888889,18-25,<=12 months,0,0,1
A11,18,A34,A45,1190,A61,A71,2,A92,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,1,66.11111111111111,51-65,13-24 months,0,1,0
A14,5,A32,A49,3448,A61,A74,1,A93,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,0,689.6,65+,<=12 months,0,0,1
A12,24,A32,A410,11328,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,1,472.0,26-35,13-24 months,0,1,0
A11,6,A34,A42,1872,A61,A71,4,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,0,312.0,36-50,<=12 months,1,1,0
A14,24,A34,A45,2058,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,0,85.75,26-35,13-24 months,1,1,0
A11,9,A32,A42,2136,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,0,237.33333333333334,18-25,<=12 months,0,0,0
A12,12,A32,A43,1484,A65,A73,2,A94,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1,123.66666666666667,18-25,<=12 months,0,0,0
A14,6,A32,A45,660,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,0,110.0,18-25,<=12 months,0,0,1
A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,0,53.625,36-50,13-24 months,1,1,1
A11,42,A34,A45,3394,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,0,80.80952380952381,51-65,37-60 months,1,1,0
A13,12,A31,A49,609,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,1,50.75,26-35,<=12 months,1,0,0
A14,12,A32,A40,1884,A61,A75,4,A93,A101,4,A123,39,A143,A152,1,A174,1,A192,A201,0,157.0,36-50,<=12 months,1,0,1
A11,12,A32,A42,1620,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,0,135.0,26-35,<=12 months,0,0,0
A12,20,A33,A410,2629,A61,A73,2,A93,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,0,131.45,26-35,13-24 months,0,1,0
A14,12,A32,A46,719,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,1,59.916666666666664,36-50,<=12 months,1,0,1
A12,48,A34,A42,5096,A61,A73,2,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,1,106.16666666666667,26-35,37-60 months,0,0,0
A14,9,A34,A46,1244,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,0,138.22222222222223,36-50,<=12 months,1,1,1
A11,36,A32,A40,1842,A61,A72,4,A92,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1,51.166666666666664,26-35,25-36 months,1,0,0
A12,7,A32,A43,2576,A61,A73,2,A93,A103,2,A121,35,A143,A152,1,A173,1,A191,A201,0,368.0,26-35,<=12 months,0,0,0
A13,12,A32,A42,1424,A65,A75,3,A92,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,0,118.66666666666667,51-65,<=12 months,0,0,1
A12,15,A33,A45,1512,A64,A73,3,A94,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,1,100.8,51-65,13-24 months,0,1,0
A14,36,A34,A41,11054,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,0,307.05555555555554,26-35,25-36 months,1,0,0
A14,6,A32,A43,518,A61,A73,3,A92,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,0,86.33333333333333,26-35,<=12 months,0,0,0
A14,12,A30,A42,2759,A61,A75,2,A93,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,0,229.91666666666666,26-35,<=12 months,0,1,1
A14,24,A32,A41,2670,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,0,111.25,26-35,13-24 months,1,0,1
A11,24,A32,A40,4817,A61,A74,2,A93,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,1,200.70833333333334,26-35,13-24 months,0,0,1
A14,24,A32,A41,2679,A61,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,0,111.625,26-35,13-24 months,1,0,0
A11,11,A34,A40,3905,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,0,355.0,36-50,<=12 months,0,1,0
A11,12,A32,A41,3386,A61,A75,3,A93,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,1,282.1666666666667,26-35,<=12 months,0,0,1
A11,6,A32,A44,343,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,0,57.166666666666664,26-35,<=12 months,1,0,0
A14,18,A32,A43,4594,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,0,255.22222222222223,26-35,13-24 months,0,0,0
A11,36,A32,A42,3620,A61,A73,1,A93,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,0,100.55555555555556,36-50,25-36 months,0,0,0
A11,15,A32,A40,1721,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,0,114.73333333333333,36-50,13-24 months,0,0,0
A12,12,A32,A42,3017,A61,A72,3,A92,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,0,251.41666666666666,26-35,<=12 months,0,0,0
A12,12,A32,A48,754,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,0,62.833333333333336,36-50,<=12 months,1,1,1
A14,18,A32,A49,1950,A61,A74,4,A93,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,0,108.33333333333333,26-35,13-24 months,1,1,1
A11,24,A32,A41,2924,A61,A73,3,A93,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,0,121.83333333333333,51-65,13-24 months,0,0,0
A11,24,A33,A43,1659,A61,A72,4,A92,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,1,69.125,26-35,13-24 months,1,0,0
A14,48,A33,A43,7238,A65,A75,3,A93,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,0,150.79166666666666,26-35,37-60 months,0,1,1
A14,33,A33,A49,2764,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,0,83.75757575757575,26-35,25-36 months,0,1,0
A14,24,A33,A41,4679,A61,A74,3,A93,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,0,194.95833333333334,26-35,13-24 months,0,1,1
A12,24,A32,A43,3092,A62,A72,3,A94,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,1,128.83333333333334,18-25,13-24 months,0,0,0
A11,6,A32,A46,448,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,1,74.66666666666667,18-25,<=12 months,1,0,0
A11,9,A32,A40,654,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,1,72.66666666666667,26-35,<=12 months,1,0,0
A14,6,A32,A48,1238,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,0,206.33333333333334,36-50,<=12 months,1,0,0
A12,18,A34,A43,1245,A61,A73,4,A94,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,69.16666666666667,26-35,13-24 months,1,0,0
A11,18,A30,A42,3114,A61,A72,1,A92,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,1,173.0,26-35,13-24 months,0,0,0
A14,39,A32,A41,2569,A63,A73,4,A93,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,0,65.87179487179488,18-25,37-60 months,1,0,0
A13,24,A32,A43,5152,A61,A74,4,A93,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,0,214.66666666666666,18-25,13-24 months,1,0,1
A12,12,A32,A49,1037,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,0,86.41666666666667,36-50,<=12 months,0,0,1
A11,15,A34,A42,1478,A61,A75,4,A93,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,0,98.53333333333333,36-50,13-24 months,1,1,1
A12,12,A34,A43,3573,A61,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,0,297.75,18-25,<=12 months,0,0,0
A12,24,A32,A40,1201,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,0,50.041666666666664,26-35,13-24 months,1,0,0
A11,30,A32,A42,3622,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,0,120.73333333333333,51-65,25-36 months,1,1,1
A14,15,A33,A42,960,A64,A74,3,A92,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,0,64.0,26-35,13-24 months,0,1,1
A14,12,A34,A40,1163,A63,A73,4,A93,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,0,96.91666666666667,36-50,<=12 months,1,0,0
A12,6,A33,A40,1209,A61,A71,4,A93,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,1,201.5,36-50,<=12 months,1,0,0
A14,12,A32,A43,3077,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,0,256.4166666666667,51-65,<=12 months,0,0,0
A14,24,A32,A40,3757,A61,A75,4,A92,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,0,156.54166666666666,51-65,13-24 months,1,0,1
A14,10,A32,A40,1418,A62,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,0,141.8,26-35,<=12 months,0,0,0
A14,6,A32,A40,3518,A61,A73,2,A93,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,0,586.3333333333334,26-35,<=12 months,0,0,0
A14,12,A34,A43,1934,A61,A75,2,A93,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,0,161.16666666666666,26-35,<=12 months,0,1,1
A12,27,A30,A49,8318,A61,A75,2,A92,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,1,308.0740740740741,36-50,25-36 months,0,1,1
A14,6,A34,A43,1237,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,0,206.16666666666666,26-35,<=12 months,0,1,0
A12,6,A32,A43,368,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,0,61.333333333333336,36-50,<=12 months,1,0,1
A11,12,A34,A40,2122,A61,A73,3,A93,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,0,176.83333333333334,36-50,<=12 months,0,1,0
A11,24,A32,A42,2996,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1,124.83333333333333,18-25,13-24 months,0,0,0
A12,36,A32,A42,9034,A62,A72,4,A93,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,1,250.94444444444446,26-35,25-36 months,1,0,0
A14,24,A34,A42,1585,A61,A74,4,A93,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,0,66.04166666666667,36-50,13-24 months,1,1,1
A12,18,A32,A43,1301,A61,A75,4,A94,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,0,72.27777777777777,26-35,13-24 months,1,0,1
A13,6,A34,A40,1323,A62,A75,2,A91,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,0,220.5,26-35,<=12 months,0,1,1
A11,24,A32,A40,3123,A61,A72,4,A92,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,1,130.125,26-35,13-24 months,1,0,0
A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,0,152.58333333333334,36-50,25-36 months,0,0,1
A13,9,A32,A43,1126,A62,A75,2,A91,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,0,125.11111111111111,36-50,<=12 months,0,0,1
A12,24,A34,A43,1216,A62,A72,4,A93,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,1,50.666666666666664,36-50,13-24 months,1,1,0
A11,24,A32,A40,1207,A61,A72,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,50.291666666666664,18-25,13-24 months,1,0,0
A14,10,A32,A40,1309,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,1,130.9,26-35,<=12 months,1,0,0
A13,15,A34,A41,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,0,157.33333333333334,36-50,13-24 months,0,0,0
A12,15,A31,A40,6850,A62,A71,1,A93,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,1,456.6666666666667,26-35,13-24 months,0,0,0
A14,24,A32,A43,1413,A61,A73,4,A94,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,0,58.875,26-35,13-24 months,1,0,0
A14,39,A32,A41,8588,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,0,220.2051282051282,36-50,37-60 months,1,0,1
A11,12,A32,A40,759,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,63.25,26-35,<=12 months,1,0,1
A14,36,A32,A41,4686,A61,A73,2,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0,130.16666666666666,26-35,25-36 months,0,0,0
A13,15,A32,A49,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,0,179.13333333333333,26-35,13-24 months,0,0,1
A12,12,A33,A43,585,A61,A73,4,A94,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,0,48.75,18-25,<=12 months,1,1,0
A14,24,A32,A40,2255,A65,A72,4,A93,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,0,93.95833333333333,51-65,13-24 months,1,0,0
A11,6,A34,A40,609,A61,A74,4,A92,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,0,101.5,36-50,<=12 months,1,1,1
A11,6,A34,A40,1361,A61,A72,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,0,226.83333333333334,36-50,<=12 months,0,0,0
A14,36,A34,A42,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,1,197.97222222222223,18-25,25-36 months,0,1,0
A11,6,A32,A40,1203,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,0,200.5,36-50,<=12 months,0,0,1
A14,6,A34,A43,700,A65,A75,4,A93,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,0,116.66666666666667,36-50,<=12 months,1,1,1
A14,24,A34,A45,5507,A61,A75,3,A93,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,0,229.45833333333334,36-50,13-24 months,0,1,1
A11,18,A32,A43,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,1,177.22222222222223,18-25,13-24 months,0,0,0
A11,48,A30,A42,7119,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,1,148.3125,51-65,37-60 months,0,1,0
A14,24,A32,A41,3488,A62,A74,3,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,0,145.33333333333334,18-25,13-24 months,0,0,1
